Company,Indicator,Context,Metric,Metric Unit,Latest Year
ABSA Group Limited,Employees," 10 15 27 53Absa social data – Operations continuedEnvironment Social Tax Governance ShareholdersAbsa Group Limited  2022 E nvironmental, Social and Governance Indicators8 2022 Employees per race and  management level Male Female Grand Category Grade Indian African Coloured White ARO International Total Indian African Coloured White ARO International Total total Senior management MP  14  29  3  56  22  4  128  7  14  3  11  8  1  44  172  P  122  163  37  238  125  23  708  76  146  36  125  59  6  448  1 156  Middle management VP  350  724  180  748  424  49  2 475  307  685  172  593  213  5  1 975  4 450  AVP  329  1 416  321  592  794  65  3 517  404  1 864  546  908  573  8  4 303  7 820  Junior management BA4  101  963  228  178  968  10  2 448  196  1 742  616  520  877  5  3 956  6 404  BA3  81  1 026  224  97  1 290 –  2 718  246  2 979  940  663  1 611 –  6 439  9 157  Non-management BA2  33  540  126  27  507 –  1 233  117  1 736  437  179  825 –  3 294  4 527  BA1 –  14 – –  567 –  581 –  18  2 –  885 –  905  1 486",2022,Employees,2022
ABSA Group Limited,Employees,No corporate title (contractors)  3  31  3  1  62 –  100  3  35  6  2  133 –  179  279  Total  1 033  4 906  1 122  1 937  4 759  151  13 908  1 356  9 219  2 758  3 001  5 184  25  21 543  35 451  2021 Employees per race and  management level Male Female Grand Category Grade Indian African Coloured White ARO International Total Indian African Coloured White ARO International Total total Senior management MP  11  22  3  43  17  3  99  4  9  1  8  9  1  32  131 P  109  147  30  262  132  21  701  70  118  34  114  58  5  399  1 100 Middle management VP  369  630  181  786  420  51  2 437  303  596  165  607  205  4  1 880  4 317 AVP  326  1 389  329  677  751  67  3 539  419  1 747  525  1 000  551  4  4 246  7 785 Junior management BA4  109  891  228  181  895  11  2 315  193,2021,Employees,2021
ABSA Group Limited,Employees,"No corporate title (contractors)  26  42  8  15  45  4  140  5  53  13  12  50 –  133  273 Total  1 075  4 662  1 164  2 127  4 618  159  13 805  1 395  8 914  2 825  3 325  4 983  20  21 462  35 267Absa social data – DiversityEnvironment Social Tax Governance ShareholdersAbsa Group Limited  2022 E nvironmental, Social and Governance Indicators9 2020 Employees per race and  management level Male Female Grand Category Grade Indian African Coloured White ARO International Total Indian African Coloured White ARO International Total total Senior management MP  13  19  3  45  21  1  102  5  9  2  10  7  1  34  136 P  96  142  29  267  124  11  669  70  109  32  110  61  5  387  1 056 Middle management VP  357  581  174  803  426  7  2 348  287  526  163  628  223  3  1 830  4 178 AVP  357  1 357  348  773  770  3  3 608  448  1 708  541  1 118  573  2  4 390  7 998 Junior management BA4  119  874  248  202  905 –  2 348  213  1 535  546  586  782  1  3 663  6 011 BA3  95  1 071  292  160  1 278 –  2 896  297  3 106  1 119  972  1 550 –  7 044  9 940 Non-management BA2  46  673  147  31  565 –  1 462  131  2 122  549  235  865 –  3 902  5 364 BA1 –  10  2 –  683 –  695 –  5  1 –  1 072 –  1 078  1 773",2020,Employees,2022
ABSA Group Limited,Employees,No corporate title (contractors)  36  47  6  22  51 –  162  8  49  16  11  35 –  119  281 Total  1 119  4 774  1 249  2 303  4 823  22  14 290  1 459  9 169  2 969  3 670  5 168  22 447  36 737 2019 Employees per race and  management level Male Female Grand Category Grade Indian African Coloured White ARO International Total Indian African Coloured White ARO International Total total Senior management MP  17  27  3  54  9  1  111  6  14  2  13  3 –  38  149 P  107  156  29  276  77  9  654  68  129  31  107  35  4  374  1 028 Middle management VP  382  633  176  846  305  4  2 346  303  568  165  646  167  4  1 853  4 199 AVP  408  1 392  359  869  710  1  3 739  472  1 719  563  1 189  504  1  4 448  8 187 Junior management BA4  139  882  263  218  873 –  2 375  221  1 568  551  639  816  1  3 796  6 171 BA3  103  1 107  302  169  1 246 –  2 927  307  3 150  1 177  1 059  1 467 –  7 160  10 087 Non-management BA2  48  803  160  38  647 –  1 696  145  2 367  601  281  943 –  4 337  6 033 BA1 –  13  2 –  883 –  898 –  6  1 –  1 292 –  1 299  2 197,2019,Employees,2019
ABSA Group Limited,Employees,"60 27 Board tenure Average tenure = 4 4 4 0 – 3 years = 9 9 1 9 4 – 6 years = 3 3 8 4 7 – 9 years  2 3 2 2 10+ years – 2 1 Average age  61 60 60 58 40 – 49 years  2 3 3 4 50 – 59 years = 3 3 3 5 60 – 69 years = 8 8 8 5 70+ years = 1 1 2 2 Executive committee Total number of exco members  14 10 8 11 Executive directors = 2 2 2 3 Prescribed officers = 5 2 2 2 Ex-officio member = 1 1 1 1 Women exco members  3 2 1 2 AIC exco members  8 4 3 5 Tenure in the Executive Committee 0 – 3 years  11 6 5 8 4 – 6 years  1 2 3 2 7 – 9 years = 2 2 1 1 Tenure at Absa 0 – 10 years  4 2 4 6 11 – 20 years  7 6 3 4 > 21 years  3 2 2 1Environment Social Tax Governance ShareholdersAbsa Group Limited  2022 E nvironmental, Social and Governance Indicators25 Environment Social Tax Governance Shareholders Indicator Trend 2022 2021 2020 2019 Ethics Employees completing the Absa Way Code of Ethics training (%) 98.5 n/a 92.0 96.5 Employees completing Preventing Financial Crime training (%)  98.5 98.2 98.6 96.5 Whistleblowing – reported cases = 416 416 312 408 Whistleblowing – still under investigation  131 103 Whistleblowing – substantiated cases  105 112 83 38 Whistleblowing – unsubstantiated cases  180 201 Disciplinary cases reported  1 690 1 577 1 498 Disciplinary cases concluded  1 480 961 1 482 1 712 of which were due to ethical breaches  422 414 317 394 Disciplinary cases ongoing  210 616 16 Regulatory fines (Rm)  3.7 2.1 9.6 9.8 Remuneration Vote for Remuneration Implementation Report (%) ",3,years,2022
ABSA Group Limited,Employees,"60 27 Board tenure Average tenure = 4 4 4 0 – 3 years = 9 9 1 9 4 – 6 years = 3 3 8 4 7 – 9 years  2 3 2 2 10+ years – 2 1 Average age  61 60 60 58 40 – 49 years  2 3 3 4 50 – 59 years = 3 3 3 5 60 – 69 years = 8 8 8 5 70+ years = 1 1 2 2 Executive committee Total number of exco members  14 10 8 11 Executive directors = 2 2 2 3 Prescribed officers = 5 2 2 2 Ex-officio member = 1 1 1 1 Women exco members  3 2 1 2 AIC exco members  8 4 3 5 Tenure in the Executive Committee 0 – 3 years  11 6 5 8 4 – 6 years  1 2 3 2 7 – 9 years = 2 2 1 1 Tenure at Absa 0 – 10 years  4 2 4 6 11 – 20 years  7 6 3 4 > 21 years  3 2 2 1Environment Social Tax Governance ShareholdersAbsa Group Limited  2022 E nvironmental, Social and Governance Indicators25 Environment Social Tax Governance Shareholders Indicator Trend 2022 2021 2020 2019 Ethics Employees completing the Absa Way Code of Ethics training (%) 98.5 n/a 92.0 96.5 Employees completing Preventing Financial Crime training (%)  98.5 98.2 98.6 96.5 Whistleblowing – reported cases = 416 416 312 408 Whistleblowing – still under investigation  131 103 Whistleblowing – substantiated cases  105 112 83 38 Whistleblowing – unsubstantiated cases  180 201 Disciplinary cases reported  1 690 1 577 1 498 Disciplinary cases concluded  1 480 961 1 482 1 712 of which were due to ethical breaches  422 414 317 394 Disciplinary cases ongoing  210 616 16 Regulatory fines (Rm)  3.7 2.1 9.6 9.8 Remuneration Vote for Remuneration Implementation Report (%) ",6,years,2022
ABSA Group Limited,Employees,"60 27 Board tenure Average tenure = 4 4 4 0 – 3 years = 9 9 1 9 4 – 6 years = 3 3 8 4 7 – 9 years  2 3 2 2 10+ years – 2 1 Average age  61 60 60 58 40 – 49 years  2 3 3 4 50 – 59 years = 3 3 3 5 60 – 69 years = 8 8 8 5 70+ years = 1 1 2 2 Executive committee Total number of exco members  14 10 8 11 Executive directors = 2 2 2 3 Prescribed officers = 5 2 2 2 Ex-officio member = 1 1 1 1 Women exco members  3 2 1 2 AIC exco members  8 4 3 5 Tenure in the Executive Committee 0 – 3 years  11 6 5 8 4 – 6 years  1 2 3 2 7 – 9 years = 2 2 1 1 Tenure at Absa 0 – 10 years  4 2 4 6 11 – 20 years  7 6 3 4 > 21 years  3 2 2 1Environment Social Tax Governance ShareholdersAbsa Group Limited  2022 E nvironmental, Social and Governance Indicators25 Environment Social Tax Governance Shareholders Indicator Trend 2022 2021 2020 2019 Ethics Employees completing the Absa Way Code of Ethics training (%) 98.5 n/a 92.0 96.5 Employees completing Preventing Financial Crime training (%)  98.5 98.2 98.6 96.5 Whistleblowing – reported cases = 416 416 312 408 Whistleblowing – still under investigation  131 103 Whistleblowing – substantiated cases  105 112 83 38 Whistleblowing – unsubstantiated cases  180 201 Disciplinary cases reported  1 690 1 577 1 498 Disciplinary cases concluded  1 480 961 1 482 1 712 of which were due to ethical breaches  422 414 317 394 Disciplinary cases ongoing  210 616 16 Regulatory fines (Rm)  3.7 2.1 9.6 9.8 Remuneration Vote for Remuneration Implementation Report (%) ",9,years,2022
ABSA Group Limited,Employees,"60 27 Board tenure Average tenure = 4 4 4 0 – 3 years = 9 9 1 9 4 – 6 years = 3 3 8 4 7 – 9 years  2 3 2 2 10+ years – 2 1 Average age  61 60 60 58 40 – 49 years  2 3 3 4 50 – 59 years = 3 3 3 5 60 – 69 years = 8 8 8 5 70+ years = 1 1 2 2 Executive committee Total number of exco members  14 10 8 11 Executive directors = 2 2 2 3 Prescribed officers = 5 2 2 2 Ex-officio member = 1 1 1 1 Women exco members  3 2 1 2 AIC exco members  8 4 3 5 Tenure in the Executive Committee 0 – 3 years  11 6 5 8 4 – 6 years  1 2 3 2 7 – 9 years = 2 2 1 1 Tenure at Absa 0 – 10 years  4 2 4 6 11 – 20 years  7 6 3 4 > 21 years  3 2 2 1Environment Social Tax Governance ShareholdersAbsa Group Limited  2022 E nvironmental, Social and Governance Indicators25 Environment Social Tax Governance Shareholders Indicator Trend 2022 2021 2020 2019 Ethics Employees completing the Absa Way Code of Ethics training (%) 98.5 n/a 92.0 96.5 Employees completing Preventing Financial Crime training (%)  98.5 98.2 98.6 96.5 Whistleblowing – reported cases = 416 416 312 408 Whistleblowing – still under investigation  131 103 Whistleblowing – substantiated cases  105 112 83 38 Whistleblowing – unsubstantiated cases  180 201 Disciplinary cases reported  1 690 1 577 1 498 Disciplinary cases concluded  1 480 961 1 482 1 712 of which were due to ethical breaches  422 414 317 394 Disciplinary cases ongoing  210 616 16 Regulatory fines (Rm)  3.7 2.1 9.6 9.8 Remuneration Vote for Remuneration Implementation Report (%) ",49,years,2022
ABSA Group Limited,Employees,"60 27 Board tenure Average tenure = 4 4 4 0 – 3 years = 9 9 1 9 4 – 6 years = 3 3 8 4 7 – 9 years  2 3 2 2 10+ years – 2 1 Average age  61 60 60 58 40 – 49 years  2 3 3 4 50 – 59 years = 3 3 3 5 60 – 69 years = 8 8 8 5 70+ years = 1 1 2 2 Executive committee Total number of exco members  14 10 8 11 Executive directors = 2 2 2 3 Prescribed officers = 5 2 2 2 Ex-officio member = 1 1 1 1 Women exco members  3 2 1 2 AIC exco members  8 4 3 5 Tenure in the Executive Committee 0 – 3 years  11 6 5 8 4 – 6 years  1 2 3 2 7 – 9 years = 2 2 1 1 Tenure at Absa 0 – 10 years  4 2 4 6 11 – 20 years  7 6 3 4 > 21 years  3 2 2 1Environment Social Tax Governance ShareholdersAbsa Group Limited  2022 E nvironmental, Social and Governance Indicators25 Environment Social Tax Governance Shareholders Indicator Trend 2022 2021 2020 2019 Ethics Employees completing the Absa Way Code of Ethics training (%) 98.5 n/a 92.0 96.5 Employees completing Preventing Financial Crime training (%)  98.5 98.2 98.6 96.5 Whistleblowing – reported cases = 416 416 312 408 Whistleblowing – still under investigation  131 103 Whistleblowing – substantiated cases  105 112 83 38 Whistleblowing – unsubstantiated cases  180 201 Disciplinary cases reported  1 690 1 577 1 498 Disciplinary cases concluded  1 480 961 1 482 1 712 of which were due to ethical breaches  422 414 317 394 Disciplinary cases ongoing  210 616 16 Regulatory fines (Rm)  3.7 2.1 9.6 9.8 Remuneration Vote for Remuneration Implementation Report (%) ",59,years,2022
ABSA Group Limited,Employees,"60 27 Board tenure Average tenure = 4 4 4 0 – 3 years = 9 9 1 9 4 – 6 years = 3 3 8 4 7 – 9 years  2 3 2 2 10+ years – 2 1 Average age  61 60 60 58 40 – 49 years  2 3 3 4 50 – 59 years = 3 3 3 5 60 – 69 years = 8 8 8 5 70+ years = 1 1 2 2 Executive committee Total number of exco members  14 10 8 11 Executive directors = 2 2 2 3 Prescribed officers = 5 2 2 2 Ex-officio member = 1 1 1 1 Women exco members  3 2 1 2 AIC exco members  8 4 3 5 Tenure in the Executive Committee 0 – 3 years  11 6 5 8 4 – 6 years  1 2 3 2 7 – 9 years = 2 2 1 1 Tenure at Absa 0 – 10 years  4 2 4 6 11 – 20 years  7 6 3 4 > 21 years  3 2 2 1Environment Social Tax Governance ShareholdersAbsa Group Limited  2022 E nvironmental, Social and Governance Indicators25 Environment Social Tax Governance Shareholders Indicator Trend 2022 2021 2020 2019 Ethics Employees completing the Absa Way Code of Ethics training (%) 98.5 n/a 92.0 96.5 Employees completing Preventing Financial Crime training (%)  98.5 98.2 98.6 96.5 Whistleblowing – reported cases = 416 416 312 408 Whistleblowing – still under investigation  131 103 Whistleblowing – substantiated cases  105 112 83 38 Whistleblowing – unsubstantiated cases  180 201 Disciplinary cases reported  1 690 1 577 1 498 Disciplinary cases concluded  1 480 961 1 482 1 712 of which were due to ethical breaches  422 414 317 394 Disciplinary cases ongoing  210 616 16 Regulatory fines (Rm)  3.7 2.1 9.6 9.8 Remuneration Vote for Remuneration Implementation Report (%) ",69,years,2022
ABSA Group Limited,Employees,"60 27 Board tenure Average tenure = 4 4 4 0 – 3 years = 9 9 1 9 4 – 6 years = 3 3 8 4 7 – 9 years  2 3 2 2 10+ years – 2 1 Average age  61 60 60 58 40 – 49 years  2 3 3 4 50 – 59 years = 3 3 3 5 60 – 69 years = 8 8 8 5 70+ years = 1 1 2 2 Executive committee Total number of exco members  14 10 8 11 Executive directors = 2 2 2 3 Prescribed officers = 5 2 2 2 Ex-officio member = 1 1 1 1 Women exco members  3 2 1 2 AIC exco members  8 4 3 5 Tenure in the Executive Committee 0 – 3 years  11 6 5 8 4 – 6 years  1 2 3 2 7 – 9 years = 2 2 1 1 Tenure at Absa 0 – 10 years  4 2 4 6 11 – 20 years  7 6 3 4 > 21 years  3 2 2 1Environment Social Tax Governance ShareholdersAbsa Group Limited  2022 E nvironmental, Social and Governance Indicators25 Environment Social Tax Governance Shareholders Indicator Trend 2022 2021 2020 2019 Ethics Employees completing the Absa Way Code of Ethics training (%) 98.5 n/a 92.0 96.5 Employees completing Preventing Financial Crime training (%)  98.5 98.2 98.6 96.5 Whistleblowing – reported cases = 416 416 312 408 Whistleblowing – still under investigation  131 103 Whistleblowing – substantiated cases  105 112 83 38 Whistleblowing – unsubstantiated cases  180 201 Disciplinary cases reported  1 690 1 577 1 498 Disciplinary cases concluded  1 480 961 1 482 1 712 of which were due to ethical breaches  422 414 317 394 Disciplinary cases ongoing  210 616 16 Regulatory fines (Rm)  3.7 2.1 9.6 9.8 Remuneration Vote for Remuneration Implementation Report (%) ",3,years,2022
ABSA Group Limited,Employees,"60 27 Board tenure Average tenure = 4 4 4 0 – 3 years = 9 9 1 9 4 – 6 years = 3 3 8 4 7 – 9 years  2 3 2 2 10+ years – 2 1 Average age  61 60 60 58 40 – 49 years  2 3 3 4 50 – 59 years = 3 3 3 5 60 – 69 years = 8 8 8 5 70+ years = 1 1 2 2 Executive committee Total number of exco members  14 10 8 11 Executive directors = 2 2 2 3 Prescribed officers = 5 2 2 2 Ex-officio member = 1 1 1 1 Women exco members  3 2 1 2 AIC exco members  8 4 3 5 Tenure in the Executive Committee 0 – 3 years  11 6 5 8 4 – 6 years  1 2 3 2 7 – 9 years = 2 2 1 1 Tenure at Absa 0 – 10 years  4 2 4 6 11 – 20 years  7 6 3 4 > 21 years  3 2 2 1Environment Social Tax Governance ShareholdersAbsa Group Limited  2022 E nvironmental, Social and Governance Indicators25 Environment Social Tax Governance Shareholders Indicator Trend 2022 2021 2020 2019 Ethics Employees completing the Absa Way Code of Ethics training (%) 98.5 n/a 92.0 96.5 Employees completing Preventing Financial Crime training (%)  98.5 98.2 98.6 96.5 Whistleblowing – reported cases = 416 416 312 408 Whistleblowing – still under investigation  131 103 Whistleblowing – substantiated cases  105 112 83 38 Whistleblowing – unsubstantiated cases  180 201 Disciplinary cases reported  1 690 1 577 1 498 Disciplinary cases concluded  1 480 961 1 482 1 712 of which were due to ethical breaches  422 414 317 394 Disciplinary cases ongoing  210 616 16 Regulatory fines (Rm)  3.7 2.1 9.6 9.8 Remuneration Vote for Remuneration Implementation Report (%) ",6,years,2022
ABSA Group Limited,Employees,"60 27 Board tenure Average tenure = 4 4 4 0 – 3 years = 9 9 1 9 4 – 6 years = 3 3 8 4 7 – 9 years  2 3 2 2 10+ years – 2 1 Average age  61 60 60 58 40 – 49 years  2 3 3 4 50 – 59 years = 3 3 3 5 60 – 69 years = 8 8 8 5 70+ years = 1 1 2 2 Executive committee Total number of exco members  14 10 8 11 Executive directors = 2 2 2 3 Prescribed officers = 5 2 2 2 Ex-officio member = 1 1 1 1 Women exco members  3 2 1 2 AIC exco members  8 4 3 5 Tenure in the Executive Committee 0 – 3 years  11 6 5 8 4 – 6 years  1 2 3 2 7 – 9 years = 2 2 1 1 Tenure at Absa 0 – 10 years  4 2 4 6 11 – 20 years  7 6 3 4 > 21 years  3 2 2 1Environment Social Tax Governance ShareholdersAbsa Group Limited  2022 E nvironmental, Social and Governance Indicators25 Environment Social Tax Governance Shareholders Indicator Trend 2022 2021 2020 2019 Ethics Employees completing the Absa Way Code of Ethics training (%) 98.5 n/a 92.0 96.5 Employees completing Preventing Financial Crime training (%)  98.5 98.2 98.6 96.5 Whistleblowing – reported cases = 416 416 312 408 Whistleblowing – still under investigation  131 103 Whistleblowing – substantiated cases  105 112 83 38 Whistleblowing – unsubstantiated cases  180 201 Disciplinary cases reported  1 690 1 577 1 498 Disciplinary cases concluded  1 480 961 1 482 1 712 of which were due to ethical breaches  422 414 317 394 Disciplinary cases ongoing  210 616 16 Regulatory fines (Rm)  3.7 2.1 9.6 9.8 Remuneration Vote for Remuneration Implementation Report (%) ",9,years,2022
ABSA Group Limited,Employees,"60 27 Board tenure Average tenure = 4 4 4 0 – 3 years = 9 9 1 9 4 – 6 years = 3 3 8 4 7 – 9 years  2 3 2 2 10+ years – 2 1 Average age  61 60 60 58 40 – 49 years  2 3 3 4 50 – 59 years = 3 3 3 5 60 – 69 years = 8 8 8 5 70+ years = 1 1 2 2 Executive committee Total number of exco members  14 10 8 11 Executive directors = 2 2 2 3 Prescribed officers = 5 2 2 2 Ex-officio member = 1 1 1 1 Women exco members  3 2 1 2 AIC exco members  8 4 3 5 Tenure in the Executive Committee 0 – 3 years  11 6 5 8 4 – 6 years  1 2 3 2 7 – 9 years = 2 2 1 1 Tenure at Absa 0 – 10 years  4 2 4 6 11 – 20 years  7 6 3 4 > 21 years  3 2 2 1Environment Social Tax Governance ShareholdersAbsa Group Limited  2022 E nvironmental, Social and Governance Indicators25 Environment Social Tax Governance Shareholders Indicator Trend 2022 2021 2020 2019 Ethics Employees completing the Absa Way Code of Ethics training (%) 98.5 n/a 92.0 96.5 Employees completing Preventing Financial Crime training (%)  98.5 98.2 98.6 96.5 Whistleblowing – reported cases = 416 416 312 408 Whistleblowing – still under investigation  131 103 Whistleblowing – substantiated cases  105 112 83 38 Whistleblowing – unsubstantiated cases  180 201 Disciplinary cases reported  1 690 1 577 1 498 Disciplinary cases concluded  1 480 961 1 482 1 712 of which were due to ethical breaches  422 414 317 394 Disciplinary cases ongoing  210 616 16 Regulatory fines (Rm)  3.7 2.1 9.6 9.8 Remuneration Vote for Remuneration Implementation Report (%) ",10,years,2022
ABSA Group Limited,Employees,"60 27 Board tenure Average tenure = 4 4 4 0 – 3 years = 9 9 1 9 4 – 6 years = 3 3 8 4 7 – 9 years  2 3 2 2 10+ years – 2 1 Average age  61 60 60 58 40 – 49 years  2 3 3 4 50 – 59 years = 3 3 3 5 60 – 69 years = 8 8 8 5 70+ years = 1 1 2 2 Executive committee Total number of exco members  14 10 8 11 Executive directors = 2 2 2 3 Prescribed officers = 5 2 2 2 Ex-officio member = 1 1 1 1 Women exco members  3 2 1 2 AIC exco members  8 4 3 5 Tenure in the Executive Committee 0 – 3 years  11 6 5 8 4 – 6 years  1 2 3 2 7 – 9 years = 2 2 1 1 Tenure at Absa 0 – 10 years  4 2 4 6 11 – 20 years  7 6 3 4 > 21 years  3 2 2 1Environment Social Tax Governance ShareholdersAbsa Group Limited  2022 E nvironmental, Social and Governance Indicators25 Environment Social Tax Governance Shareholders Indicator Trend 2022 2021 2020 2019 Ethics Employees completing the Absa Way Code of Ethics training (%) 98.5 n/a 92.0 96.5 Employees completing Preventing Financial Crime training (%)  98.5 98.2 98.6 96.5 Whistleblowing – reported cases = 416 416 312 408 Whistleblowing – still under investigation  131 103 Whistleblowing – substantiated cases  105 112 83 38 Whistleblowing – unsubstantiated cases  180 201 Disciplinary cases reported  1 690 1 577 1 498 Disciplinary cases concluded  1 480 961 1 482 1 712 of which were due to ethical breaches  422 414 317 394 Disciplinary cases ongoing  210 616 16 Regulatory fines (Rm)  3.7 2.1 9.6 9.8 Remuneration Vote for Remuneration Implementation Report (%) ",20,years,2022
